home_score,away_score,home_team_id,away_team_id,description
0,1,Sampdoria,Genoa,Sampdoria vs Genoa
5,2,Bologna,Torino,Bologna vs Torino
3,0,Napoli,Lecce,Napoli vs Lecce
2,0,Fiorentina,Catania,Fiorentina vs Catania
1,1,Genoa,Atalanta,Genoa vs Atalanta
4,2,Internazionale,Chievo,Internazionale vs Chievo
2,0,Palermo,Robur Siena,Palermo vs Robur Siena
0,2,Reggina,Sampdoria,Reggina vs Sampdoria
3,2,Roma,Cagliari,Roma vs Cagliari
3,3,Udinese,Lazio,Udinese vs Lazio
4,2,Juventus,Milan,Juventus vs Milan
1,0,Lazio,Palermo,Lazio vs Palermo
1,2,Robur Siena,Internazionale,Robur Siena vs Internazionale
1,3,Atalanta,Juventus,Atalanta vs Juventus
1,1,Cagliari,Reggina,Cagliari vs Reggina
3,2,Catania,Roma,Catania vs Roma
0,1,Chievo,Genoa,Chievo vs Genoa
0,0,Lecce,Bologna,Lecce vs Bologna
0,1,Sampdoria,Fiorentina,Sampdoria vs Fiorentina
1,0,Torino,Napoli,Torino vs Napoli
5,1,Milan,Udinese,Milan vs Udinese
3,0,Genoa,Torino,Genoa vs Torino
1,1,Internazionale,Cagliari,Internazionale vs Cagliari
1,1,Bologna,Chievo,Bologna vs Chievo
1,2,Fiorentina,Lecce,Fiorentina vs Lecce
1,0,Juventus,Robur Siena,Juventus vs Robur Siena
1,0,Napoli,Catania,Napoli vs Catania
3,2,Palermo,Atalanta,Palermo vs Atalanta
2,3,Reggina,Lazio,Reggina vs Lazio
1,1,Udinese,Sampdoria,Udinese vs Sampdoria
2,2,Roma,Milan,Roma vs Milan
1,0,Robur Siena,Reggina,Robur Siena vs Reggina
1,0,Milan,Fiorentina,Milan vs Fiorentina
3,1,Atalanta,Internazionale,Atalanta vs Internazionale
2,0,Cagliari,Udinese,Cagliari vs Udinese
1,2,Catania,Bologna,Catania vs Bologna
2,1,Chievo,Napoli,Chievo vs Napoli
0,2,Lecce,Genoa,Lecce vs Genoa
0,2,Sampdoria,Palermo,Sampdoria vs Palermo
0,1,Torino,Roma,Torino vs Roma
1,1,Lazio,Juventus,Lazio vs Juventus
0,1,Reggina,Chievo,Reggina vs Chievo
1,0,Juventus,Fiorentina,Juventus vs Fiorentina
1,0,Robur Siena,Atalanta,Robur Siena vs Atalanta
1,4,Lazio,Cagliari,Lazio vs Cagliari
1,1,Genoa,Catania,Genoa vs Catania
1,4,Bologna,Milan,Bologna vs Milan
0,3,Napoli,Roma,Napoli vs Roma
3,3,Lecce,Torino,Lecce vs Torino
3,2,Palermo,Udinese,Palermo vs Udinese
1,0,Internazionale,Sampdoria,Internazionale vs Sampdoria
0,1,Atalanta,Bologna,Atalanta vs Bologna
1,1,Milan,Genoa,Milan vs Genoa
0,2,Catania,Internazionale,Catania vs Internazionale
2,1,Udinese,Juventus,Udinese vs Juventus
3,1,Sampdoria,Lazio,Sampdoria vs Lazio
1,1,Chievo,Lecce,Chievo vs Lecce
2,1,Fiorentina,Napoli,Fiorentina vs Napoli
2,1,Roma,Palermo,Roma vs Palermo
0,0,Torino,Reggina,Torino vs Reggina
1,0,Cagliari,Robur Siena,Cagliari vs Robur Siena
2,2,Napoli,Udinese,Napoli vs Udinese
2,3,Juventus,Cagliari,Juventus vs Cagliari
1,0,Atalanta,Catania,Atalanta vs Catania
1,2,Robur Siena,Lecce,Robur Siena vs Lecce
1,0,Genoa,Palermo,Genoa vs Palermo
2,2,Reggina,Roma,Reggina vs Roma
1,1,Chievo,Sampdoria,Chievo vs Sampdoria
1,1,Internazionale,Torino,Internazionale vs Torino
0,3,Lazio,Milan,Lazio vs Milan
1,3,Bologna,Fiorentina,Bologna vs Fiorentina
0,3,Lecce,Internazionale,Lecce vs Internazionale
1,1,Milan,Reggina,Milan vs Reggina
0,1,Cagliari,Atalanta,Cagliari vs Atalanta
1,0,Udinese,Bologna,Udinese vs Bologna
1,1,Torino,Chievo,Torino vs Chievo
3,0,Roma,Genoa,Roma vs Genoa
1,2,Catania,Juventus,Catania vs Juventus
1,0,Fiorentina,Lazio,Fiorentina vs Lazio
2,2,Sampdoria,Robur Siena,Sampdoria vs Robur Siena
2,1,Palermo,Napoli,Palermo vs Napoli
1,1,Lazio,Torino,Lazio vs Torino
1,1,Napoli,Bologna,Napoli vs Bologna
1,1,Chievo,Catania,Chievo vs Catania
3,3,Genoa,Fiorentina,Genoa vs Fiorentina
2,0,Cagliari,Lecce,Cagliari vs Lecce
0,0,Reggina,Palermo,Reggina vs Palermo
3,0,Atalanta,Roma,Atalanta vs Roma
1,1,Juventus,Sampdoria,Juventus vs Sampdoria
1,1,Robur Siena,Udinese,Robur Siena vs Udinese
2,1,Internazionale,Milan,Internazionale vs Milan
1,2,Bologna,Internazionale,Bologna vs Internazionale
1,0,Roma,Robur Siena,Roma vs Robur Siena
0,2,Palermo,Juventus,Palermo vs Juventus
1,0,Sampdoria,Atalanta,Sampdoria vs Atalanta
1,0,Milan,Cagliari,Milan vs Cagliari
2,1,Fiorentina,Chievo,Fiorentina vs Chievo
0,1,Napoli,Genoa,Napoli vs Genoa
0,2,Lecce,Lazio,Lecce vs Lazio
2,0,Catania,Reggina,Catania vs Reggina
1,0,Torino,Udinese,Torino vs Udinese
2,0,Lazio,Bologna,Lazio vs Bologna
1,0,Juventus,Napoli,Juventus vs Napoli
0,4,Palermo,Catania,Palermo vs Catania
0,2,Atalanta,Chievo,Atalanta vs Chievo
1,1,Reggina,Fiorentina,Reggina vs Fiorentina
0,0,Robur Siena,Genoa,Robur Siena vs Genoa
2,0,Udinese,Lecce,Udinese vs Lecce
2,1,Sampdoria,Milan,Sampdoria vs Milan
0,0,Cagliari,Torino,Cagliari vs Torino
3,3,Internazionale,Roma,Internazionale vs Roma
1,1,Roma,Udinese,Roma vs Udinese
0,2,Genoa,Internazionale,Genoa vs Internazionale
0,1,Torino,Juventus,Torino vs Juventus
3,0,Milan,Atalanta,Milan vs Atalanta
1,1,Chievo,Cagliari,Chievo vs Cagliari
0,2,Napoli,Lazio,Napoli vs Lazio
0,2,Fiorentina,Palermo,Fiorentina vs Palermo
0,0,Lecce,Reggina,Lecce vs Reggina
3,0,Bologna,Sampdoria,Bologna vs Sampdoria
0,3,Catania,Robur Siena,Catania vs Robur Siena
0,1,Cagliari,Genoa,Cagliari vs Genoa
4,1,Juventus,Bologna,Juventus vs Bologna
1,1,Udinese,Catania,Udinese vs Catania
0,3,Lazio,Chievo,Lazio vs Chievo
5,2,Palermo,Lecce,Palermo vs Lecce
1,5,Robur Siena,Milan,Robur Siena vs Milan
1,1,Reggina,Napoli,Reggina vs Napoli
2,2,Sampdoria,Roma,Sampdoria vs Roma
2,0,Atalanta,Torino,Atalanta vs Torino
2,0,Internazionale,Fiorentina,Internazionale vs Fiorentina
1,0,Catania,Lazio,Catania vs Lazio
1,4,Roma,Juventus,Roma vs Juventus
2,2,Lecce,Atalanta,Lecce vs Atalanta
0,1,Bologna,Cagliari,Bologna vs Cagliari
1,0,Chievo,Palermo,Chievo vs Palermo
3,0,Internazionale,Reggina,Internazionale vs Reggina
1,3,Torino,Sampdoria,Torino vs Sampdoria
1,0,Fiorentina,Robur Siena,Fiorentina vs Robur Siena
2,0,Genoa,Udinese,Genoa vs Udinese
0,0,Napoli,Milan,Napoli vs Milan
1,2,Atalanta,Fiorentina,Atalanta vs Fiorentina
2,1,Roma,Bologna,Roma vs Bologna
1,0,Cagliari,Catania,Cagliari vs Catania
3,3,Juventus,Chievo,Juventus vs Chievo
0,1,Reggina,Genoa,Reggina vs Genoa
2,0,Robur Siena,Lazio,Robur Siena vs Lazio
2,2,Sampdoria,Napoli,Sampdoria vs Napoli
1,0,Palermo,Torino,Palermo vs Torino
0,1,Udinese,Internazionale,Udinese vs Internazionale
2,0,Milan,Lecce,Milan vs Lecce
0,0,Napoli,Atalanta,Napoli vs Atalanta
2,1,Fiorentina,Cagliari,Fiorentina vs Cagliari
2,1,Torino,Catania,Torino vs Catania
0,1,Chievo,Milan,Chievo vs Milan
2,2,Internazionale,Palermo,Internazionale vs Palermo
4,2,Lazio,Roma,Lazio vs Roma
1,3,Lecce,Sampdoria,Lecce vs Sampdoria
1,4,Bologna,Robur Siena,Bologna vs Robur Siena
3,2,Genoa,Juventus,Genoa vs Juventus
0,2,Reggina,Udinese,Reggina vs Udinese
0,1,Genoa,Lazio,Genoa vs Lazio
1,1,Juventus,Internazionale,Juventus vs Internazionale
4,1,Palermo,Bologna,Palermo vs Bologna
0,2,Robur Siena,Chievo,Robur Siena vs Chievo
3,1,Udinese,Fiorentina,Udinese vs Fiorentina
3,2,Roma,Lecce,Roma vs Lecce
2,0,Cagliari,Napoli,Cagliari vs Napoli
0,1,Atalanta,Reggina,Atalanta vs Reggina
2,0,Catania,Sampdoria,Catania vs Sampdoria
5,1,Milan,Torino,Milan vs Torino
1,2,Chievo,Udinese,Chievo vs Udinese
4,1,Fiorentina,Roma,Fiorentina vs Roma
0,1,Lazio,Atalanta,Lazio vs Atalanta
3,3,Sampdoria,Cagliari,Sampdoria vs Cagliari
2,1,Lecce,Catania,Lecce vs Catania
2,0,Bologna,Genoa,Bologna vs Genoa
2,2,Reggina,Juventus,Reggina vs Juventus
3,0,Milan,Palermo,Milan vs Palermo
1,0,Torino,Robur Siena,Torino vs Robur Siena
1,0,Napoli,Internazionale,Napoli vs Internazionale
1,2,Bologna,Reggina,Bologna vs Reggina
2,0,Internazionale,Lazio,Internazionale vs Lazio
3,0,Udinese,Atalanta,Udinese vs Atalanta
5,1,Palermo,Cagliari,Palermo vs Cagliari
0,0,Roma,Chievo,Roma vs Chievo
2,2,Juventus,Lecce,Juventus vs Lecce
0,2,Catania,Milan,Catania vs Milan
2,1,Robur Siena,Napoli,Robur Siena vs Napoli
1,0,Fiorentina,Torino,Fiorentina vs Torino
3,1,Genoa,Sampdoria,Genoa vs Sampdoria
5,0,Sampdoria,Reggina,Sampdoria vs Reggina
1,3,Lazio,Udinese,Lazio vs Udinese
1,1,Torino,Bologna,Torino vs Bologna
0,2,Catania,Fiorentina,Catania vs Fiorentina
1,1,Atalanta,Genoa,Atalanta vs Genoa
2,2,Chievo,Internazionale,Chievo vs Internazionale
1,1,Lecce,Napoli,Lecce vs Napoli
1,0,Robur Siena,Palermo,Robur Siena vs Palermo
2,2,Cagliari,Roma,Cagliari vs Roma
1,1,Milan,Juventus,Milan vs Juventus
4,3,Roma,Catania,Roma vs Catania
2,1,Udinese,Milan,Udinese vs Milan
2,2,Juventus,Atalanta,Juventus vs Atalanta
2,1,Reggina,Cagliari,Reggina vs Cagliari
2,2,Genoa,Chievo,Genoa vs Chievo
2,0,Palermo,Lazio,Palermo vs Lazio
2,1,Bologna,Lecce,Bologna vs Lecce
1,0,Fiorentina,Sampdoria,Fiorentina vs Sampdoria
1,2,Napoli,Torino,Napoli vs Torino
3,0,Internazionale,Robur Siena,Internazionale vs Robur Siena
1,0,Lazio,Reggina,Lazio vs Reggina
0,0,Chievo,Bologna,Chievo vs Bologna
1,1,Lecce,Fiorentina,Lecce vs Fiorentina
2,3,Torino,Genoa,Torino vs Genoa
2,1,Cagliari,Internazionale,Cagliari vs Internazionale
0,3,Robur Siena,Juventus,Robur Siena vs Juventus
3,1,Catania,Napoli,Catania vs Napoli
2,2,Atalanta,Palermo,Atalanta vs Palermo
2,3,Milan,Roma,Milan vs Roma
2,2,Sampdoria,Udinese,Sampdoria vs Udinese
4,3,Internazionale,Atalanta,Internazionale vs Atalanta
6,2,Udinese,Cagliari,Udinese vs Cagliari
3,1,Bologna,Catania,Bologna vs Catania
3,0,Napoli,Chievo,Napoli vs Chievo
2,0,Juventus,Lazio,Juventus vs Lazio
4,1,Genoa,Lecce,Genoa vs Lecce
0,2,Fiorentina,Milan,Fiorentina vs Milan
2,2,Palermo,Sampdoria,Palermo vs Sampdoria
1,1,Reggina,Robur Siena,Reggina vs Robur Siena
3,2,Roma,Torino,Roma vs Torino
1,1,Bologna,Fiorentina,Bologna vs Fiorentina
1,2,Robur Siena,Milan,Robur Siena vs Milan
1,1,Internazionale,Bari 1908,Internazionale vs Bari 1908
1,2,Catania,Sampdoria,Catania vs Sampdoria
3,2,Genoa,Roma,Genoa vs Roma
1,0,Juventus,Chievo,Juventus vs Chievo
1,0,Lazio,Atalanta,Lazio vs Atalanta
0,0,Livorno,Cagliari,Livorno vs Cagliari
2,1,Palermo,Napoli,Palermo vs Napoli
2,2,Udinese,Parma,Udinese vs Parma
0,0,Bari 1908,Bologna,Bari 1908 vs Bologna
0,4,Milan,Internazionale,Milan vs Internazionale
1,3,Roma,Juventus,Roma vs Juventus
0,1,Atalanta,Genoa,Atalanta vs Genoa
1,3,Cagliari,Robur Siena,Cagliari vs Robur Siena
1,2,Chievo,Lazio,Chievo vs Lazio
1,0,Fiorentina,Palermo,Fiorentina vs Palermo
3,1,Napoli,Livorno,Napoli vs Livorno
2,1,Parma,Catania,Parma vs Catania
3,1,Sampdoria,Udinese,Sampdoria vs Udinese
0,0,Livorno,Milan,Livorno vs Milan
0,2,Lazio,Juventus,Lazio vs Juventus
0,1,Atalanta,Sampdoria,Atalanta vs Sampdoria
0,2,Bologna,Chievo,Bologna vs Chievo
1,0,Fiorentina,Cagliari,Fiorentina vs Cagliari
2,0,Internazionale,Parma,Internazionale vs Parma
1,1,Palermo,Bari 1908,Palermo vs Bari 1908
1,2,Robur Siena,Roma,Robur Siena vs Roma
4,2,Udinese,Catania,Udinese vs Catania
4,1,Genoa,Napoli,Genoa vs Napoli
0,0,Napoli,Udinese,Napoli vs Udinese
2,0,Juventus,Livorno,Juventus vs Livorno
4,1,Bari 1908,Atalanta,Bari 1908 vs Atalanta
1,2,Cagliari,Internazionale,Cagliari vs Internazionale
1,1,Catania,Lazio,Catania vs Lazio
3,1,Chievo,Genoa,Chievo vs Genoa
1,0,Milan,Bologna,Milan vs Bologna
1,0,Parma,Palermo,Parma vs Palermo
4,1,Sampdoria,Robur Siena,Sampdoria vs Robur Siena
3,1,Roma,Fiorentina,Roma vs Fiorentina
0,0,Atalanta,Catania,Atalanta vs Catania
0,1,Bari 1908,Cagliari,Bari 1908 vs Cagliari
2,0,Bologna,Livorno,Bologna vs Livorno
2,0,Fiorentina,Sampdoria,Fiorentina vs Sampdoria
3,1,Internazionale,Napoli,Internazionale vs Napoli
1,2,Lazio,Parma,Lazio vs Parma
3,3,Palermo,Roma,Palermo vs Roma
0,0,Robur Siena,Chievo,Robur Siena vs Chievo
1,0,Udinese,Milan,Udinese vs Milan
2,2,Genoa,Juventus,Genoa vs Juventus
1,0,Sampdoria,Internazionale,Sampdoria vs Internazionale
0,1,Livorno,Fiorentina,Livorno vs Fiorentina
1,1,Catania,Roma,Catania vs Roma
1,1,Chievo,Atalanta,Chievo vs Atalanta
1,1,Juventus,Bologna,Juventus vs Bologna
1,1,Lazio,Palermo,Lazio vs Palermo
2,1,Napoli,Robur Siena,Napoli vs Robur Siena
0,2,Parma,Cagliari,Parma vs Cagliari
2,0,Udinese,Genoa,Udinese vs Genoa
0,0,Milan,Bari 1908,Milan vs Bari 1908
0,0,Bari 1908,Catania,Bari 1908 vs Catania
2,1,Internazionale,Udinese,Internazionale vs Udinese
1,1,Atalanta,Milan,Atalanta vs Milan
1,3,Bologna,Genoa,Bologna vs Genoa
1,2,Cagliari,Chievo,Cagliari vs Chievo
0,0,Fiorentina,Lazio,Fiorentina vs Lazio
2,1,Roma,Napoli,Roma vs Napoli
1,1,Sampdoria,Parma,Sampdoria vs Parma
0,0,Robur Siena,Livorno,Robur Siena vs Livorno
2,0,Palermo,Juventus,Palermo vs Juventus
1,1,Juventus,Fiorentina,Juventus vs Fiorentina
0,5,Genoa,Internazionale,Genoa vs Internazionale
2,1,Catania,Cagliari,Catania vs Cagliari
1,2,Chievo,Bari 1908,Chievo vs Bari 1908
1,1,Lazio,Sampdoria,Lazio vs Sampdoria
1,2,Livorno,Palermo,Livorno vs Palermo
2,1,Napoli,Bologna,Napoli vs Bologna
1,0,Parma,Robur Siena,Parma vs Robur Siena
1,3,Udinese,Atalanta,Udinese vs Atalanta
2,1,Milan,Roma,Milan vs Roma
4,1,Sampdoria,Bologna,Sampdoria vs Bologna
2,1,Internazionale,Catania,Internazionale vs Catania
3,1,Atalanta,Parma,Atalanta vs Parma
2,0,Bari 1908,Lazio,Bari 1908 vs Lazio
3,2,Cagliari,Genoa,Cagliari vs Genoa
0,1,Fiorentina,Napoli,Fiorentina vs Napoli
1,0,Palermo,Udinese,Palermo vs Udinese
0,1,Roma,Livorno,Roma vs Livorno
0,1,Robur Siena,Juventus,Robur Siena vs Juventus
1,2,Chievo,Milan,Chievo vs Milan
2,1,Bologna,Robur Siena,Bologna vs Robur Siena
1,2,Catania,Chievo,Catania vs Chievo
2,1,Genoa,Fiorentina,Genoa vs Fiorentina
5,1,Juventus,Sampdoria,Juventus vs Sampdoria
0,1,Lazio,Cagliari,Lazio vs Cagliari
1,0,Livorno,Atalanta,Livorno vs Atalanta
2,2,Napoli,Milan,Napoli vs Milan
2,0,Parma,Bari 1908,Parma vs Bari 1908
2,1,Udinese,Roma,Udinese vs Roma
5,3,Internazionale,Palermo,Internazionale vs Palermo
2,3,Juventus,Napoli,Juventus vs Napoli
2,0,Milan,Parma,Milan vs Parma
3,0,Cagliari,Atalanta,Cagliari vs Atalanta
1,1,Chievo,Udinese,Chievo vs Udinese
3,1,Fiorentina,Catania,Fiorentina vs Catania
0,2,Livorno,Internazionale,Livorno vs Internazionale
2,1,Roma,Bologna,Roma vs Bologna
0,0,Sampdoria,Bari 1908,Sampdoria vs Bari 1908
1,1,Robur Siena,Lazio,Robur Siena vs Lazio
0,0,Palermo,Genoa,Palermo vs Genoa
0,0,Catania,Napoli,Catania vs Napoli
2,5,Atalanta,Juventus,Atalanta vs Juventus
1,0,Bari 1908,Livorno,Bari 1908 vs Livorno
3,1,Bologna,Palermo,Bologna vs Palermo
2,0,Cagliari,Sampdoria,Cagliari vs Sampdoria
4,2,Genoa,Robur Siena,Genoa vs Robur Siena
1,2,Lazio,Milan,Lazio vs Milan
2,0,Parma,Chievo,Parma vs Chievo
0,1,Udinese,Fiorentina,Udinese vs Fiorentina
1,1,Internazionale,Roma,Internazionale vs Roma
1,3,Bologna,Internazionale,Bologna vs Internazionale
2,3,Fiorentina,Parma,Fiorentina vs Parma
2,1,Livorno,Genoa,Livorno vs Genoa
4,3,Milan,Cagliari,Milan vs Cagliari
0,0,Napoli,Lazio,Napoli vs Lazio
1,1,Palermo,Catania,Palermo vs Catania
3,1,Roma,Bari 1908,Roma vs Bari 1908
2,1,Sampdoria,Chievo,Sampdoria vs Chievo
0,2,Robur Siena,Atalanta,Robur Siena vs Atalanta
1,0,Juventus,Udinese,Juventus vs Udinese
2,0,Udinese,Livorno,Udinese vs Livorno
3,0,Genoa,Sampdoria,Genoa vs Sampdoria
1,2,Atalanta,Roma,Atalanta vs Roma
2,1,Bari 1908,Robur Siena,Bari 1908 vs Robur Siena
2,0,Cagliari,Juventus,Cagliari vs Juventus
1,0,Chievo,Palermo,Chievo vs Palermo
1,0,Internazionale,Fiorentina,Internazionale vs Fiorentina
0,0,Lazio,Bologna,Lazio vs Bologna
1,1,Parma,Napoli,Parma vs Napoli
0,2,Catania,Milan,Catania vs Milan
3,0,Milan,Sampdoria,Milan vs Sampdoria
2,1,Juventus,Internazionale,Juventus vs Internazionale
2,1,Bologna,Udinese,Bologna vs Udinese
2,0,Fiorentina,Atalanta,Fiorentina vs Atalanta
2,2,Genoa,Parma,Genoa vs Parma
0,2,Livorno,Chievo,Livorno vs Chievo
3,2,Napoli,Bari 1908,Napoli vs Bari 1908
2,1,Palermo,Cagliari,Palermo vs Cagliari
3,2,Robur Siena,Catania,Robur Siena vs Catania
1,0,Roma,Lazio,Roma vs Lazio
3,3,Cagliari,Napoli,Cagliari vs Napoli
3,1,Bari 1908,Juventus,Bari 1908 vs Juventus
1,1,Atalanta,Internazionale,Atalanta vs Internazionale
0,1,Catania,Livorno,Catania vs Livorno
2,1,Chievo,Fiorentina,Chievo vs Fiorentina
1,0,Lazio,Genoa,Lazio vs Genoa
0,2,Milan,Palermo,Milan vs Palermo
2,1,Parma,Bologna,Parma vs Bologna
2,1,Robur Siena,Udinese,Robur Siena vs Udinese
0,0,Sampdoria,Roma,Sampdoria vs Roma
1,2,Juventus,Catania,Juventus vs Catania
3,1,Livorno,Sampdoria,Livorno vs Sampdoria
2,0,Napoli,Chievo,Napoli vs Chievo
1,0,Palermo,Robur Siena,Palermo vs Robur Siena
2,0,Roma,Parma,Roma vs Parma
1,0,Internazionale,Lazio,Internazionale vs Lazio
2,2,Bologna,Atalanta,Bologna vs Atalanta
1,1,Genoa,Bari 1908,Genoa vs Bari 1908
1,2,Fiorentina,Milan,Fiorentina vs Milan
2,1,Udinese,Cagliari,Udinese vs Cagliari
0,1,Chievo,Internazionale,Chievo vs Internazionale
0,2,Atalanta,Napoli,Atalanta vs Napoli
2,0,Bari 1908,Udinese,Bari 1908 vs Udinese
2,2,Cagliari,Roma,Cagliari vs Roma
1,0,Catania,Bologna,Catania vs Bologna
4,1,Lazio,Livorno,Lazio vs Livorno
1,2,Parma,Juventus,Parma vs Juventus
1,1,Sampdoria,Palermo,Sampdoria vs Palermo
1,5,Robur Siena,Fiorentina,Robur Siena vs Fiorentina
5,2,Milan,Genoa,Milan vs Genoa
1,0,Roma,Chievo,Roma vs Chievo
4,3,Internazionale,Robur Siena,Internazionale vs Robur Siena
0,1,Bologna,Cagliari,Bologna vs Cagliari
2,1,Fiorentina,Bari 1908,Fiorentina vs Bari 1908
2,0,Genoa,Catania,Genoa vs Catania
2,1,Livorno,Parma,Livorno vs Parma
1,0,Napoli,Sampdoria,Napoli vs Sampdoria
1,0,Palermo,Atalanta,Palermo vs Atalanta
1,1,Udinese,Lazio,Udinese vs Lazio
0,3,Juventus,Milan,Juventus vs Milan
3,0,Cagliari,Livorno,Cagliari vs Livorno
2,2,Bari 1908,Internazionale,Bari 1908 vs Internazionale
1,1,Sampdoria,Catania,Sampdoria vs Catania
3,0,Roma,Genoa,Roma vs Genoa
1,0,Chievo,Juventus,Chievo vs Juventus
3,0,Atalanta,Lazio,Atalanta vs Lazio
4,0,Milan,Robur Siena,Milan vs Robur Siena
0,0,Parma,Udinese,Parma vs Udinese
1,2,Fiorentina,Bologna,Fiorentina vs Bologna
0,0,Napoli,Palermo,Napoli vs Palermo
3,0,Catania,Parma,Catania vs Parma
1,2,Juventus,Roma,Juventus vs Roma
2,0,Genoa,Atalanta,Genoa vs Atalanta
2,1,Bologna,Bari 1908,Bologna vs Bari 1908
1,1,Robur Siena,Cagliari,Robur Siena vs Cagliari
1,1,Lazio,Chievo,Lazio vs Chievo
3,0,Palermo,Fiorentina,Palermo vs Fiorentina
0,2,Livorno,Napoli,Livorno vs Napoli
2,3,Udinese,Sampdoria,Udinese vs Sampdoria
2,0,Internazionale,Milan,Internazionale vs Milan
4,2,Bari 1908,Palermo,Bari 1908 vs Palermo
0,0,Napoli,Genoa,Napoli vs Genoa
2,0,Sampdoria,Atalanta,Sampdoria vs Atalanta
1,1,Chievo,Bologna,Chievo vs Bologna
2,2,Cagliari,Fiorentina,Cagliari vs Fiorentina
1,1,Milan,Livorno,Milan vs Livorno
2,1,Roma,Robur Siena,Roma vs Robur Siena
1,1,Catania,Udinese,Catania vs Udinese
1,1,Juventus,Lazio,Juventus vs Lazio
1,1,Parma,Internazionale,Parma vs Internazionale
2,1,Palermo,Parma,Palermo vs Parma
1,1,Livorno,Juventus,Livorno vs Juventus
1,0,Atalanta,Bari 1908,Atalanta vs Bari 1908
3,0,Internazionale,Cagliari,Internazionale vs Cagliari
0,1,Lazio,Catania,Lazio vs Catania
1,0,Genoa,Chievo,Genoa vs Chievo
0,0,Bologna,Milan,Bologna vs Milan
3,1,Udinese,Napoli,Udinese vs Napoli
1,2,Robur Siena,Sampdoria,Robur Siena vs Sampdoria
0,1,Fiorentina,Roma,Fiorentina vs Roma
3,2,Milan,Udinese,Milan vs Udinese
4,1,Roma,Palermo,Roma vs Palermo
2,0,Sampdoria,Fiorentina,Sampdoria vs Fiorentina
0,0,Catania,Atalanta,Catania vs Atalanta
3,1,Cagliari,Bari 1908,Cagliari vs Bari 1908
0,1,Livorno,Bologna,Livorno vs Bologna
3,2,Juventus,Genoa,Juventus vs Genoa
0,2,Parma,Lazio,Parma vs Lazio
0,1,Chievo,Robur Siena,Chievo vs Robur Siena
0,0,Napoli,Internazionale,Napoli vs Internazionale
3,0,Genoa,Udinese,Genoa vs Udinese
0,0,Internazionale,Sampdoria,Internazionale vs Sampdoria
1,0,Roma,Catania,Roma vs Catania
0,1,Atalanta,Chievo,Atalanta vs Chievo
1,2,Bologna,Juventus,Bologna vs Juventus
3,1,Palermo,Lazio,Palermo vs Lazio
2,1,Fiorentina,Livorno,Fiorentina vs Livorno
0,0,Robur Siena,Napoli,Robur Siena vs Napoli
2,0,Cagliari,Parma,Cagliari vs Parma
0,2,Bari 1908,Milan,Bari 1908 vs Milan
4,0,Catania,Bari 1908,Catania vs Bari 1908
1,1,Lazio,Fiorentina,Lazio vs Fiorentina
3,1,Milan,Atalanta,Milan vs Atalanta
3,4,Genoa,Bologna,Genoa vs Bologna
2,1,Chievo,Cagliari,Chievo vs Cagliari
2,3,Udinese,Internazionale,Udinese vs Internazionale
2,2,Napoli,Roma,Napoli vs Roma
1,0,Parma,Sampdoria,Parma vs Sampdoria
1,2,Livorno,Robur Siena,Livorno vs Robur Siena
0,2,Juventus,Palermo,Juventus vs Palermo
1,2,Fiorentina,Juventus,Fiorentina vs Juventus
0,0,Roma,Milan,Roma vs Milan
2,2,Cagliari,Catania,Cagliari vs Catania
1,0,Bari 1908,Chievo,Bari 1908 vs Chievo
2,1,Sampdoria,Lazio,Sampdoria vs Lazio
1,0,Palermo,Livorno,Palermo vs Livorno
2,1,Bologna,Napoli,Bologna vs Napoli
1,1,Robur Siena,Parma,Robur Siena vs Parma
0,0,Atalanta,Udinese,Atalanta vs Udinese
0,0,Internazionale,Genoa,Internazionale vs Genoa
3,1,Catania,Internazionale,Catania vs Internazionale
1,3,Napoli,Fiorentina,Napoli vs Fiorentina
1,0,Parma,Atalanta,Parma vs Atalanta
0,2,Lazio,Bari 1908,Lazio vs Bari 1908
5,3,Genoa,Cagliari,Genoa vs Cagliari
3,2,Udinese,Palermo,Udinese vs Palermo
3,3,Livorno,Roma,Livorno vs Roma
1,1,Bologna,Sampdoria,Bologna vs Sampdoria
3,3,Juventus,Robur Siena,Juventus vs Robur Siena
1,0,Milan,Chievo,Milan vs Chievo
3,0,Fiorentina,Genoa,Fiorentina vs Genoa
1,1,Palermo,Internazionale,Palermo vs Internazionale
4,2,Roma,Udinese,Roma vs Udinese
1,0,Robur Siena,Bologna,Robur Siena vs Bologna
1,1,Chievo,Catania,Chievo vs Catania
0,2,Cagliari,Lazio,Cagliari vs Lazio
3,0,Atalanta,Livorno,Atalanta vs Livorno
1,1,Milan,Napoli,Milan vs Napoli
1,1,Bari 1908,Parma,Bari 1908 vs Parma
1,0,Sampdoria,Juventus,Sampdoria vs Juventus
3,1,Atalanta,Cagliari,Atalanta vs Cagliari
0,0,Udinese,Chievo,Udinese vs Chievo
1,0,Catania,Fiorentina,Catania vs Fiorentina
3,0,Internazionale,Livorno,Internazionale vs Livorno
1,0,Parma,Milan,Parma vs Milan
2,2,Genoa,Palermo,Genoa vs Palermo
0,2,Bologna,Roma,Bologna vs Roma
2,1,Bari 1908,Sampdoria,Bari 1908 vs Sampdoria
2,0,Lazio,Robur Siena,Lazio vs Robur Siena
3,1,Napoli,Juventus,Napoli vs Juventus
2,1,Roma,Internazionale,Roma vs Internazionale
